,time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,ozone,sulphur_dioxide,temperature_2m,relative_humidity_2m,precipitation,windspeed_10m,winddirection_10m,surface_pressure
5888,2025-01-12 08:00:00,24.0,23.3,282.0,1.0,137.0,18.0,19.8,26,0.0,6.7,87,1020.8
5889,2025-01-12 09:00:00,26.1,25.3,409.0,8.0,131.0,21.1,19.3,26,0.0,7.2,108,1020.4
5890,2025-01-12 10:00:00,35.7,35.0,931.0,32.1,100.0,30.1,18.3,29,0.0,5.2,115,1020.3
5891,2025-01-12 11:00:00,69.8,69.2,1629.0,64.8,57.0,42.3,15.8,39,0.0,4.6,132,1020.5
5892,2025-01-12 12:00:00,95.9,95.2,1998.0,86.0,29.0,52.2,15.1,41,0.0,3.3,158,1021.0
5893,2025-01-12 13:00:00,115.3,114.6,1708.0,83.7,28.0,56.4,14.2,43,0.0,6.1,157,1021.5
5894,2025-01-12 14:00:00,121.1,119.7,1090.0,80.5,27.0,62.0,13.8,47,0.0,11.1,136,1022.2
5895,2025-01-12 15:00:00,122.0,120.1,632.0,77.2,26.0,64.0,12.4,55,0.0,8.2,142,1022.6
5896,2025-01-12 16:00:00,117.8,116.2,542.0,73.8,25.0,59.0,11.6,61,0.0,7.0,140,1022.6
5897,2025-01-12 17:00:00,113.2,111.5,612.0,70.4,23.0,50.6,10.7,66,0.0,5.7,156,1022.0
5898,2025-01-12 18:00:00,113.6,111.3,706.0,67.6,21.0,43.9,10.4,70,0.0,2.8,165,1021.5
5899,2025-01-12 19:00:00,119.7,116.2,753.0,66.1,17.0,41.3,10.1,74,0.0,0.6,236,1020.7
5900,2025-01-12 20:00:00,128.5,124.3,824.0,65.3,13.0,40.5,9.5,79,0.0,0.4,360,1020.1
5901,2025-01-12 21:00:00,135.0,130.4,992.0,63.8,10.0,40.4,8.5,85,0.0,2.1,15,1019.4
5902,2025-01-12 22:00:00,136.4,132.2,1403.0,61.6,5.0,41.0,7.8,87,0.0,2.8,40,1019.6
5903,2025-01-12 23:00:00,138.3,134.1,1912.0,58.8,2.0,42.3,7.3,89,0.0,4.1,29,1020.2
5904,2025-01-13 00:00:00,160.7,156.5,2156.0,56.1,7.0,43.9,7.5,89,0.0,4.0,18,1020.8
5905,2025-01-13 01:00:00,156.5,152.7,1901.0,49.1,31.0,44.6,10.8,72,0.0,4.4,19,1022.2
5906,2025-01-13 02:00:00,116.4,114.3,1381.0,39.3,66.0,45.2,14.4,52,0.0,3.5,21,1022.8
5907,2025-01-13 03:00:00,78.5,78.0,940.0,30.1,95.0,43.4,17.1,40,0.0,3.8,31,1023.0
5908,2025-01-13 04:00:00,46.7,46.0,700.0,22.2,114.0,36.7,18.8,40,0.0,5.1,82,1022.0
5909,2025-01-13 05:00:00,36.9,35.9,538.0,15.0,128.0,27.5,19.8,39,0.0,6.7,117,1020.6
5910,2025-01-13 06:00:00,34.7,33.5,436.0,10.2,139.0,20.6,20.6,38,0.0,7.3,130,1018.8
5911,2025-01-13 07:00:00,34.7,33.4,399.0,7.0,149.0,17.4,20.9,39,0.0,7.5,136,1017.4
5912,2025-01-13 08:00:00,35.5,34.2,421.0,6.2,155.0,16.4,20.9,41,0.0,6.8,140,1016.4
5913,2025-01-13 09:00:00,36.6,35.2,464.0,11.7,150.0,18.1,20.8,42,0.0,5.4,140,1016.1
5914,2025-01-13 10:00:00,42.5,41.2,531.0,30.2,123.0,24.7,20.1,43,0.0,6.1,135,1016.1
5915,2025-01-13 11:00:00,65.2,64.0,618.0,55.0,84.0,34.1,18.2,51,0.0,9.5,136,1016.7
5916,2025-01-13 12:00:00,73.8,73.1,674.0,61.7,58.0,35.6,16.7,57,0.0,11.6,133,1017.4
5917,2025-01-13 13:00:00,76.1,75.2,663.0,55.7,55.0,33.9,16.3,59,0.0,12.0,143,1017.8
5918,2025-01-13 14:00:00,66.8,65.9,622.0,47.5,52.0,31.5,15.9,59,0.0,12.6,143,1018.1
5919,2025-01-13 15:00:00,62.2,60.8,605.0,41.3,48.0,29.6,15.1,66,0.0,10.0,144,1018.4
5920,2025-01-13 16:00:00,61.9,59.6,645.0,39.3,44.0,29.0,14.0,77,0.0,8.6,143,1018.5
5921,2025-01-13 17:00:00,66.1,63.3,710.0,39.5,40.0,28.9,12.6,89,0.0,5.1,135,1018.4
5922,2025-01-13 18:00:00,74.7,71.5,761.0,39.6,36.0,28.6,12.3,91,0.0,1.5,111,1018.4
5923,2025-01-13 19:00:00,83.6,79.9,754.0,38.9,32.0,27.4,11.7,94,0.0,0.6,56,1017.9
5924,2025-01-13 20:00:00,90.3,86.4,732.0,38.2,28.0,26.0,10.9,97,0.0,1.6,27,1017.4
5925,2025-01-13 21:00:00,92.7,88.7,787.0,38.2,24.0,25.6,10.2,99,0.0,3.8,19,1017.2
5926,2025-01-13 22:00:00,92.4,88.7,1016.0,39.9,18.0,26.8,9.8,99,0.0,4.0,8,1017.6
5927,2025-01-13 23:00:00,95.0,90.8,1322.0,42.3,12.0,28.9,9.7,99,0.0,4.7,4,1018.1
5928,2025-01-14 00:00:00,101.0,96.4,1501.0,41.0,14.0,32.1,10.2,96,0.0,6.0,353,1018.5
5929,2025-01-14 01:00:00,95.7,92.0,1442.0,36.4,33.0,33.3,13.3,83,0.0,3.3,96,1020.3
5930,2025-01-14 02:00:00,74.5,72.9,1255.0,29.8,60.0,34.9,15.1,75,0.0,3.7,35,1021.1
5931,2025-01-14 03:00:00,54.7,53.2,1073.0,23.7,85.0,34.9,17.7,64,0.0,5.2,4,1021.3
5932,2025-01-14 04:00:00,41.2,39.6,932.0,18.4,104.0,31.9,19.6,58,0.0,5.0,21,1020.7
5933,2025-01-14 05:00:00,35.9,34.3,796.0,13.5,121.0,27.4,21.2,53,0.0,1.7,72,1019.6
5934,2025-01-14 06:00:00,33.5,32.1,681.0,10.7,132.0,24.0,22.4,49,0.0,4.8,132,1018.2
5935,2025-01-14 07:00:00,32.0,30.9,586.0,8.8,137.0,22.0,22.9,48,0.0,7.4,131,1017.3
5936,2025-01-14 08:00:00,32.8,31.8,513.0,9.0,136.0,21.1,22.7,50,0.0,9.4,107,1016.6
5937,2025-01-14 09:00:00,34.5,33.4,489.0,16.0,126.0,23.1,21.8,52,0.0,12.0,99,1016.6
5938,2025-01-14 10:00:00,40.2,39.2,536.0,36.7,98.0,30.2,20.9,55,0.0,11.9,100,1017.0
5939,2025-01-14 11:00:00,67.3,66.4,631.0,64.2,61.0,40.2,20.5,56,0.0,10.7,99,1017.7
5940,2025-01-14 12:00:00,96.4,95.2,739.0,88.4,29.0,52.4,19.9,60,0.0,8.9,97,1018.9
5941,2025-01-14 13:00:00,103.6,102.7,850.0,83.4,27.0,51.1,19.7,61,0.0,8.1,122,1019.2
5942,2025-01-14 14:00:00,103.4,102.4,974.0,76.4,23.0,49.2,19.2,65,0.0,9.7,125,1020.1
5943,2025-01-14 15:00:00,104.5,103.6,1098.0,70.5,20.0,47.3,18.6,71,0.0,7.3,120,1020.5
5944,2025-01-14 16:00:00,111.5,110.6,1265.0,67.6,17.0,46.1,18.5,75,0.0,3.8,121,1020.9
5945,2025-01-14 17:00:00,115.5,114.3,1432.0,65.7,14.0,45.0,18.2,80,0.0,0.6,124,1021.0
5946,2025-01-14 18:00:00,117.3,116.2,1464.0,61.9,14.0,42.7,17.9,78,0.0,4.0,333,1021.0
5947,2025-01-14 19:00:00,110.4,109.4,1238.0,53.8,20.0,37.9,17.6,77,0.0,8.7,333,1020.9
5948,2025-01-14 20:00:00,89.4,88.7,876.0,43.7,30.0,31.9,17.1,77,0.1,12.4,339,1020.7
5949,2025-01-14 21:00:00,71.0,70.5,607.0,35.5,38.0,27.6,17.1,78,0.2,14.6,358,1020.7
5950,2025-01-14 22:00:00,58.4,58.0,539.0,31.2,42.0,26.7,17.2,76,0.0,13.4,4,1021.3
5951,2025-01-14 23:00:00,55.6,55.2,563.0,28.7,45.0,27.4,17.1,75,0.0,11.4,5,1022.3
5952,2025-01-15 00:00:00,56.7,56.2,587.0,22.6,53.0,25.8,17.3,73,0.0,9.5,359,1023.1
5953,2025-01-15 01:00:00,59.3,58.9,578.0,19.1,61.0,25.7,17.8,73,0.0,7.3,11,1024.1
5954,2025-01-15 02:00:00,53.7,53.3,568.0,14.3,73.0,25.6,19.2,63,0.0,12.6,17,1024.9
5955,2025-01-15 03:00:00,43.7,43.5,556.0,10.3,86.0,25.4,19.9,43,0.0,16.9,28,1025.4
5956,2025-01-15 04:00:00,44.9,44.8,537.0,7.8,101.0,25.0,21.1,37,0.0,18.2,30,1024.8
5957,2025-01-15 05:00:00,47.4,47.3,516.0,6.2,118.0,24.6,21.9,35,0.0,15.5,32,1023.6
5958,2025-01-15 06:00:00,49.7,49.6,509.0,5.3,130.0,24.5,22.3,35,0.0,13.6,37,1022.4
5959,2025-01-15 07:00:00,51.7,51.6,511.0,4.2,139.0,24.8,22.6,34,0.0,12.7,45,1021.2
5960,2025-01-15 08:00:00,52.7,52.6,527.0,3.9,143.0,25.5,22.6,34,0.0,11.6,57,1020.6
5961,2025-01-15 09:00:00,53.4,53.2,587.0,7.6,138.0,27.1,22.1,34,0.0,11.1,70,1020.4
5962,2025-01-15 10:00:00,56.3,56.2,735.0,19.7,115.0,30.5,21.1,37,0.0,9.9,86,1020.6
5963,2025-01-15 11:00:00,68.9,68.7,927.0,35.7,83.0,34.8,19.0,45,0.0,8.8,109,1021.5
5964,2025-01-15 12:00:00,70.3,70.1,1059.0,45.3,53.0,40.0,17.7,50,0.0,7.4,113,1022.3
5965,2025-01-15 13:00:00,74.3,74.3,1079.0,42.2,51.0,39.2,18.3,51,0.0,9.3,106,1022.7
5966,2025-01-15 14:00:00,71.7,71.7,1040.0,37.6,49.0,38.0,17.6,52,0.0,9.2,92,1023.1
5967,2025-01-15 15:00:00,70.5,70.5,996.0,32.6,50.0,36.2,17.0,52,0.0,8.5,85,1023.3
5968,2025-01-15 16:00:00,68.0,67.8,970.0,27.0,55.0,33.2,16.4,52,0.0,6.9,70,1023.3
5969,2025-01-15 17:00:00,60.8,60.5,938.0,21.0,63.0,29.6,15.6,56,0.0,7.1,41,1023.4
5970,2025-01-15 18:00:00,55.2,55.2,885.0,16.0,70.0,27.2,14.5,62,0.0,6.8,27,1023.2
5971,2025-01-15 19:00:00,51.7,51.6,778.0,12.5,77.0,26.8,14.2,63,0.0,8.0,23,1022.9
5972,2025-01-15 20:00:00,50.5,50.4,649.0,10.1,83.0,27.6,14.5,59,0.0,10.3,15,1022.7
5973,2025-01-15 21:00:00,50.1,49.8,585.0,9.1,87.0,28.7,14.6,56,0.0,11.5,14,1022.7
5974,2025-01-15 22:00:00,50.2,49.9,650.0,10.4,84.0,30.0,14.7,54,0.0,11.9,15,1023.1
5975,2025-01-15 23:00:00,51.2,51.0,778.0,13.1,79.0,31.6,14.8,52,0.0,13.4,17,1023.9
5976,2025-01-16 00:00:00,67.3,66.8,859.0,17.3,70.0,32.6,14.7,51,0.0,14.6,20,1024.5
5977,2025-01-16 01:00:00,68.9,68.7,835.0,14.9,78.0,33.0,16.0,53,0.0,13.4,17,1025.2
5978,2025-01-16 02:00:00,60.3,59.8,763.0,11.5,90.0,33.5,17.4,47,0.0,15.6,22,1025.9
5979,2025-01-16 03:00:00,58.2,57.6,700.0,8.7,103.0,33.3,18.6,43,0.0,13.3,23,1026.0
5980,2025-01-16 04:00:00,56.5,55.8,668.0,6.9,117.0,31.9,20.1,40,0.0,12.0,30,1025.2
5981,2025-01-16 05:00:00,54.8,54.1,645.0,5.7,131.0,29.8,21.3,38,0.0,10.4,30,1023.7
5982,2025-01-16 06:00:00,53.7,53.0,629.0,5.1,141.0,27.8,22.3,35,0.0,8.5,35,1022.0
5983,2025-01-16 07:00:00,52.9,52.2,554.0,2.4,149.0,24.9,22.9,33,0.0,7.3,42,1020.5
5984,2025-01-16 08:00:00,52.3,51.7,485.0,0.2,152.0,22.2,23.0,33,0.0,6.4,38,1019.7
5985,2025-01-16 09:00:00,52.7,52.0,617.0,6.7,143.0,23.0,22.7,33,0.0,5.3,52,1019.3
5986,2025-01-16 10:00:00,60.3,59.8,1201.0,31.0,110.0,30.7,21.4,41,0.0,2.7,86,1019.4
5987,2025-01-16 11:00:00,91.3,90.8,1985.0,63.9,64.0,42.1,19.6,45,0.0,0.7,180,1019.6
5988,2025-01-16 12:00:00,116.9,116.2,2405.0,85.6,32.0,52.2,18.0,51,0.0,4.5,178,1020.0
5989,2025-01-16 13:00:00,134.6,134.1,2100.0,82.9,30.0,57.5,17.6,52,0.0,4.5,140,1020.6
5990,2025-01-16 14:00:00,144.8,144.4,1432.0,79.1,28.0,64.5,16.5,59,0.0,14.0,114,1021.2
5991,2025-01-16 15:00:00,146.2,145.8,920.0,75.7,26.0,67.4,14.9,75,0.0,10.9,141,1021.9
5992,2025-01-16 16:00:00,129.0,128.5,786.0,73.2,25.0,62.2,14.4,80,0.0,8.6,151,1022.0
5993,2025-01-16 17:00:00,116.6,116.4,809.0,71.1,25.0,52.9,13.9,84,0.0,6.9,163,1021.7
5994,2025-01-16 18:00:00,116.4,116.2,842.0,69.8,23.0,46.1,13.3,88,0.0,5.8,178,1021.5
5995,2025-01-16 19:00:00,122.9,122.9,807.0,70.5,19.0,45.3,12.6,90,0.0,5.2,186,1021.0
5996,2025-01-16 20:00:00,129.5,129.0,781.0,72.1,15.0,47.1,12.7,89,0.0,1.8,174,1020.4
5997,2025-01-16 21:00:00,133.6,133.2,854.0,71.3,11.0,47.6,11.8,93,0.0,2.4,54,1020.2
5998,2025-01-16 22:00:00,133.2,133.2,1148.0,66.7,7.0,44.9,11.0,97,0.0,4.0,39,1020.3
5999,2025-01-16 23:00:00,128.1,127.6,1540.0,59.9,4.0,41.0,10.5,97,0.0,4.2,36,1020.6
6000,2025-01-17 00:00:00,145.8,145.8,1746.0,53.6,7.0,42.8,10.7,97,0.0,5.0,35,1020.9
6001,2025-01-17 01:00:00,131.8,131.8,1592.0,45.7,31.0,41.9,12.8,91,0.0,4.9,36,1022.0
6002,2025-01-17 02:00:00,104.5,104.3,1252.0,34.7,64.0,40.6,16.3,73,0.0,3.0,33,1022.3
6003,2025-01-17 03:00:00,67.8,67.3,960.0,25.1,95.0,38.6,18.7,59,0.0,2.4,54,1022.1
6004,2025-01-17 04:00:00,49.5,48.8,799.0,18.3,119.0,35.6,20.2,49,0.0,4.5,61,1021.2
6005,2025-01-17 05:00:00,45.9,45.2,688.0,12.9,140.0,31.9,21.2,43,0.0,4.7,97,1019.8
6006,2025-01-17 06:00:00,46.0,45.4,612.0,9.4,156.0,28.7,22.0,40,0.0,6.2,128,1018.2
6007,2025-01-17 07:00:00,47.7,47.0,576.0,7.8,167.0,26.2,22.3,37,0.0,8.6,141,1016.5
6008,2025-01-17 08:00:00,49.4,48.8,576.0,8.1,173.0,24.2,22.2,35,0.0,10.2,149,1015.3
6009,2025-01-17 09:00:00,50.6,49.9,590.0,11.1,170.0,23.4,21.8,35,0.0,11.0,150,1014.8
6010,2025-01-17 10:00:00,56.5,55.9,617.0,19.4,150.0,24.5,20.6,40,0.0,12.6,138,1014.7
6011,2025-01-17 11:00:00,71.7,71.2,656.0,30.4,120.0,26.8,18.5,55,0.0,15.9,128,1014.8
6012,2025-01-17 12:00:00,71.2,70.5,687.0,35.8,97.0,29.3,17.1,64,0.0,16.6,124,1015.6
6013,2025-01-17 13:00:00,65.2,64.5,701.0,32.9,97.0,29.8,16.6,73,0.0,15.2,133,1015.9
6014,2025-01-17 14:00:00,61.0,60.3,707.0,28.9,98.0,30.4,15.9,78,0.0,12.7,137,1016.2
6015,2025-01-17 15:00:00,62.6,61.9,703.0,26.0,96.0,30.6,15.3,81,0.0,11.1,136,1016.4
6016,2025-01-17 16:00:00,66.8,65.9,687.0,25.5,90.0,30.1,14.7,84,0.0,9.6,130,1016.3
6017,2025-01-17 17:00:00,69.6,68.9,662.0,26.2,83.0,29.2,14.0,87,0.0,8.1,121,1016.4
6018,2025-01-17 18:00:00,71.7,71.0,638.0,26.4,76.0,28.3,13.4,90,0.0,7.6,112,1016.2
6019,2025-01-17 19:00:00,73.8,72.9,598.0,25.0,72.0,27.2,12.9,92,0.0,7.1,105,1016.0
6020,2025-01-17 20:00:00,75.4,74.7,558.0,23.3,69.0,26.1,12.5,93,0.0,6.8,101,1015.4
6021,2025-01-17 21:00:00,76.4,75.7,582.0,23.1,65.0,25.6,12.3,93,0.0,6.5,98,1015.4
6022,2025-01-17 22:00:00,77.3,76.6,738.0,26.8,56.0,26.2,12.3,93,0.0,6.7,95,1015.6
6023,2025-01-17 23:00:00,78.9,78.2,957.0,32.0,47.0,27.4,12.6,89,0.0,6.9,85,1016.3
6024,2025-01-18 00:00:00,92.2,91.3,1091.0,36.0,48.0,30.5,13.0,84,0.0,7.3,74,1017.0
6025,2025-01-18 01:00:00,89.9,89.2,1064.0,31.8,65.0,30.2,14.3,76,0.0,5.1,51,1018.4
6026,2025-01-18 02:00:00,76.4,75.4,952.0,25.9,89.0,29.6,16.2,67,0.0,5.5,41,1019.2
6027,2025-01-18 03:00:00,64.0,62.6,832.0,20.4,109.0,27.6,17.8,63,0.0,5.1,39,1019.6
6028,2025-01-18 04:00:00,51.9,50.3,714.0,15.7,123.0,22.8,19.7,59,0.0,4.1,61,1019.1
6029,2025-01-18 05:00:00,41.7,40.0,588.0,11.5,133.0,16.7,21.2,50,0.0,3.7,104,1017.9
6030,2025-01-18 06:00:00,42.1,40.6,506.0,9.0,139.0,12.2,21.2,52,0.0,5.1,96,1016.4
6031,2025-01-18 07:00:00,44.5,43.0,483.0,7.6,142.0,10.2,20.9,54,0.0,6.1,95,1015.5
6032,2025-01-18 08:00:00,46.6,45.2,503.0,7.9,141.0,10.0,21.3,53,0.0,5.6,96,1014.9
6033,2025-01-18 09:00:00,49.4,48.1,570.0,12.7,133.0,12.1,21.2,53,0.0,5.1,94,1014.5
6034,2025-01-18 10:00:00,52.0,50.8,726.0,25.0,115.0,17.5,20.8,55,0.0,5.3,108,1014.8
6035,2025-01-18 11:00:00,67.3,66.1,929.0,41.8,91.0,25.4,19.9,60,0.0,6.2,147,1015.1
6036,2025-01-18 12:00:00,99.0,97.8,1052.0,61.2,66.0,36.3,19.3,67,0.0,8.7,166,1015.7
6037,2025-01-18 13:00:00,122.9,122.0,1003.0,70.2,52.0,45.6,18.6,69,0.0,7.8,142,1016.5
6038,2025-01-18 14:00:00,137.4,136.4,874.0,82.4,31.0,58.2,18.2,75,0.0,6.1,152,1016.6
6039,2025-01-18 15:00:00,149.5,148.5,811.0,90.4,16.0,66.1,17.9,77,0.0,3.5,192,1016.6
6040,2025-01-18 16:00:00,157.4,156.5,888.0,90.7,10.0,65.5,17.1,82,0.0,4.1,247,1016.3
6041,2025-01-18 17:00:00,156.9,156.0,1030.0,86.8,8.0,60.3,16.1,84,0.0,4.0,306,1016.4
6042,2025-01-18 18:00:00,155.5,154.6,1160.0,81.7,7.0,54.1,15.4,85,0.0,3.1,10,1016.1
6043,2025-01-18 19:00:00,153.2,152.3,1240.0,75.9,6.0,47.1,14.6,90,0.0,3.1,332,1015.6
6044,2025-01-18 20:00:00,148.5,147.6,1308.0,69.0,6.0,39.1,13.9,92,0.0,3.7,321,1015.2
6045,2025-01-18 21:00:00,142.5,141.6,1397.0,62.9,6.0,33.6,13.6,93,0.0,4.4,339,1015.0
6046,2025-01-18 22:00:00,138.8,137.4,1568.0,59.0,3.0,32.4,13.5,90,0.0,4.6,351,1015.2
6047,2025-01-18 23:00:00,137.4,136.4,1759.0,55.8,0.0,33.5,13.1,88,0.0,3.5,348,1015.9
6048,2025-01-19 00:00:00,131.8,131.3,1821.0,49.4,9.0,32.5,13.2,87,0.0,3.4,328,1016.6
6049,2025-01-19 01:00:00,122.0,121.5,1648.0,42.3,35.0,33.9,16.0,76,0.0,5.3,336,1017.7
6050,2025-01-19 02:00:00,102.7,102.0,1345.0,32.3,71.0,35.6,18.1,65,0.0,5.7,336,1018.3
6051,2025-01-19 03:00:00,77.3,76.6,1080.0,23.5,103.0,36.5,19.9,53,0.0,5.8,351,1018.1
6052,2025-01-19 04:00:00,64.0,63.1,900.0,16.9,126.0,35.5,21.5,48,0.0,4.2,7,1017.3
6053,2025-01-19 05:00:00,61.5,60.3,757.0,11.4,145.0,33.6,22.8,43,0.0,2.4,27,1016.0
6054,2025-01-19 06:00:00,61.5,60.3,672.0,7.8,159.0,32.0,23.4,41,0.0,0.5,135,1014.4
6055,2025-01-19 07:00:00,62.9,61.9,650.0,5.1,171.0,30.6,23.7,40,0.0,2.7,180,1012.7
6056,2025-01-19 08:00:00,65.0,64.0,686.0,4.4,177.0,29.5,23.8,39,0.0,3.5,171,1011.8
6057,2025-01-19 09:00:00,67.1,66.1,780.0,9.4,172.0,30.8,23.6,40,0.0,5.1,162,1011.4
6058,2025-01-19 10:00:00,73.3,72.6,997.0,25.0,146.0,36.3,22.5,44,0.0,10.2,157,1011.4
6059,2025-01-19 11:00:00,102.9,102.2,1272.0,46.3,108.0,44.3,20.5,52,0.0,10.0,147,1011.6
6060,2025-01-19 12:00:00,130.4,129.9,1411.0,78.8,56.0,54.1,18.9,57,0.0,5.4,166,1011.7
6061,2025-01-19 13:00:00,153.7,153.2,1280.0,85.3,45.0,61.6,18.9,55,0.0,7.6,173,1011.9
6062,2025-01-19 14:00:00,171.4,170.9,1013.0,93.9,29.0,71.7,17.7,63,0.0,13.3,153,1012.4
6063,2025-01-19 15:00:00,182.5,181.6,818.0,97.9,18.0,77.0,16.6,69,0.0,9.3,162,1012.9
6064,2025-01-19 16:00:00,183.0,182.5,793.0,93.4,16.0,73.4,15.9,73,0.0,7.7,179,1012.7
6065,2025-01-19 17:00:00,173.2,172.8,840.0,84.3,17.0,65.0,15.1,78,0.0,6.1,178,1012.4
6066,2025-01-19 18:00:00,163.0,162.1,868.0,75.4,19.0,56.5,14.4,85,0.0,5.1,163,1012.3
6067,2025-01-19 19:00:00,151.8,150.9,814.0,67.9,19.0,48.7,13.8,89,0.0,5.2,74,1012.1
6068,2025-01-19 20:00:00,142.0,141.1,742.0,60.5,19.0,40.7,13.1,91,0.0,6.2,68,1012.1
6069,2025-01-19 21:00:00,135.0,134.6,756.0,54.7,18.0,35.1,12.6,93,0.0,5.7,58,1012.1
6070,2025-01-19 22:00:00,131.8,130.9,957.0,51.7,14.0,32.7,12.1,94,0.0,4.5,53,1012.4
6071,2025-01-19 23:00:00,134.6,133.6,1244.0,50.3,9.0,32.6,12.0,94,0.0,4.1,38,1013.3
6072,2025-01-20 00:00:00,154.1,153.7,1419.0,57.2,14.0,37.9,12.2,94,0.0,4.3,17,1014.5
6073,2025-01-20 01:00:00,150.4,149.9,1383.0,50.8,35.0,42.9,15.0,79,0.0,4.2,335,1016.1
6074,2025-01-20 02:00:00,119.2,118.5,1235.0,41.7,65.0,49.6,17.9,64,0.0,5.2,333,1017.0
6075,2025-01-20 03:00:00,100.8,99.9,1076.0,32.8,96.0,54.3,20.3,53,0.0,5.2,331,1016.8
6076,2025-01-20 04:00:00,87.5,86.4,921.0,24.5,129.0,54.9,22.1,46,0.0,4.8,340,1016.1
6077,2025-01-20 05:00:00,79.4,78.7,755.0,16.5,163.0,53.4,23.4,42,0.0,3.8,17,1014.8
6078,2025-01-20 06:00:00,78.2,77.3,632.0,10.8,189.0,51.5,24.9,37,0.0,4.5,83,1013.1
6079,2025-01-20 07:00:00,78.2,77.5,546.0,7.6,205.0,48.8,25.1,37,0.0,6.3,97,1011.9
6080,2025-01-20 08:00:00,77.8,77.3,505.0,6.7,213.0,45.7,24.8,38,0.0,6.7,104,1011.1
6081,2025-01-20 09:00:00,78.2,77.5,581.0,10.1,208.0,45.0,24.4,39,0.0,8.3,108,1010.8
6082,2025-01-20 10:00:00,92.4,92.0,904.0,20.4,184.0,48.7,23.7,40,0.0,9.5,104,1011.1
6083,2025-01-20 11:00:00,117.8,117.3,1346.0,35.0,147.0,54.7,21.9,47,0.0,7.7,106,1011.4
6084,2025-01-20 12:00:00,130.4,129.9,1595.0,54.8,98.0,59.5,20.5,54,0.0,2.9,101,1011.9
6085,2025-01-20 13:00:00,147.1,146.7,1454.0,61.8,83.0,61.8,19.0,59,0.0,7.5,125,1012.3
6086,2025-01-20 14:00:00,153.2,152.7,1120.0,71.1,62.0,64.5,17.8,61,0.0,11.1,158,1013.0
6087,2025-01-20 15:00:00,133.6,133.2,875.0,74.6,47.0,63.1,16.6,67,0.0,8.6,169,1013.5
6088,2025-01-20 16:00:00,109.4,109.2,850.0,67.1,44.0,53.9,16.1,72,0.0,7.8,173,1013.1
6089,2025-01-20 17:00:00,96.4,95.9,914.0,53.8,46.0,40.7,14.9,81,0.0,4.8,117,1013.2
6090,2025-01-20 18:00:00,92.0,91.5,953.0,43.2,47.0,30.4,14.1,86,0.0,4.9,82,1013.3
6091,2025-01-20 19:00:00,93.4,92.7,888.0,38.0,45.0,25.6,13.3,89,0.0,4.6,64,1012.8
6092,2025-01-20 20:00:00,98.5,97.8,797.0,35.4,42.0,23.7,13.0,91,0.0,4.7,43,1012.9
6093,2025-01-20 21:00:00,105.5,104.8,805.0,35.1,38.0,23.6,12.7,92,0.0,4.8,37,1012.8
6094,2025-01-20 22:00:00,113.9,113.2,1039.0,39.2,27.0,25.5,12.5,92,0.0,4.2,65,1013.0
6095,2025-01-20 23:00:00,124.3,123.9,1372.0,45.7,15.0,29.1,12.3,94,0.0,3.3,99,1013.6
6096,2025-01-21 00:00:00,145.3,144.4,1542.0,45.7,18.0,32.5,12.5,95,0.0,2.0,85,1014.0
6097,2025-01-21 01:00:00,149.5,149.5,1392.0,41.0,43.0,36.0,15.2,84,0.0,2.0,95,1015.2
6098,2025-01-21 02:00:00,116.2,115.5,1078.0,34.3,78.0,40.5,18.1,70,0.0,2.5,135,1015.6
6099,2025-01-21 03:00:00,92.4,91.5,814.0,27.6,111.0,42.4,20.5,60,0.0,6.0,151,1015.7
6100,2025-01-21 04:00:00,71.7,70.5,674.0,21.1,140.0,39.0,22.2,50,0.0,8.4,152,1015.0
6101,2025-01-21 05:00:00,61.9,61.0,583.0,14.7,168.0,32.9,23.4,44,0.0,10.2,148,1013.8
6102,2025-01-21 06:00:00,58.0,57.2,524.0,10.2,187.0,27.9,24.1,42,0.0,12.0,147,1012.1
6103,2025-01-21 07:00:00,56.1,55.3,503.0,7.7,197.0,25.4,24.8,39,0.0,12.0,156,1010.7
6104,2025-01-21 08:00:00,54.5,53.7,514.0,7.0,199.0,24.0,25.0,40,0.0,12.6,163,1009.7
6105,2025-01-21 09:00:00,52.2,51.5,527.0,9.6,191.0,23.6,24.2,43,0.0,13.1,157,1009.5
6106,2025-01-21 10:00:00,53.2,52.6,532.0,18.4,165.0,24.8,23.6,45,0.0,12.3,143,1009.5
6107,2025-01-21 11:00:00,69.8,69.2,540.0,30.4,129.0,26.9,21.2,52,0.0,17.3,119,1009.7
6108,2025-01-21 12:00:00,71.9,71.5,551.0,43.2,95.0,31.0,19.1,53,0.0,16.7,126,1010.7
6109,2025-01-21 13:00:00,59.8,59.5,568.0,38.6,93.0,30.1,18.3,66,0.0,12.9,137,1011.5
6110,2025-01-21 14:00:00,52.4,51.8,588.0,32.3,89.0,28.8,17.5,79,0.0,11.5,136,1012.2
6111,2025-01-21 15:00:00,52.9,52.2,604.0,27.6,85.0,27.4,16.9,85,0.0,9.8,128,1012.6
6112,2025-01-21 16:00:00,56.6,55.8,612.0,26.2,80.0,25.9,16.3,91,0.0,8.4,121,1012.8
6113,2025-01-21 17:00:00,60.8,59.8,616.0,26.4,74.0,24.3,15.9,95,0.0,6.9,110,1012.9
